01002636:Instituto de Educación Secundaria:TECN.DE LA CONSTRUCCION:AVDA. DE LOS HUETOS, 33:01000:Vitoria-Gasteiz:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:incluye SEC:251:945001200:TIPO 2
01002648:Centro Privado de Educación Infantil y Primaria:BASTIDA IKASTOLA:AVENIDA DIPUTACION, 25:01330:Labastida:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro privado:SOLO PRI:175:945331156:TIPO 2
01002703:Centro Privado de Educación Infantil Primaria y Secundaria:ARMENTIA IKASTOLA:Calle/Kalea Portal de Castilla 101:01007:Crispijana/Krispiñana:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro privado:incluye SEC:905:?:TIPO 2
01002791:Colegio de Educación Infantil y Primaria:NTRA.SRA. DE IBERNALO IKASTOLA:ERREBAL KALEA 80:01110:Santa Cruz de Campezo/Santikurutze Kanpezu:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:SOLO PRI:146:945415319:TIPO 2
01002806:Colegio de Educación Infantil y Primaria:GARAZI:SANTA ENGRACIA S/N:01170:Legutiano:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:SOLO PRI:167:945455028:TIPO 2
01002843:Instituto de Educación Secundaria:BADAIA:CRTA.DE VITORIA S/N:01230:Nanclares de la Oca/Langraiz Oka:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:incluye SEC:146:945371080:TIPO 2
01002855:Instituto de Educación Secundaria:EKIALDEA:JUAN XXIII 2:01000:Vitoria-Gasteiz:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:incluye SEC:943:945263745:TIPO 2
01002867:Instituto de Educación Secundaria:MENDEBALDEA:LOS HUETOS 33:01000:Vitoria-Gasteiz:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:incluye SEC:742:945179622:TIPO 2
01002879:Instituto de Educación Secundaria:SAMANIEGO:MONSE¥OR ESTENAGA 1:01000:Vitoria-Gasteiz:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:incluye SEC:308:945120587:TIPO 2
01002946:Colegio de Educación Infantil y Primaria:LUIS ELEJALDE-ROGELIA DE ALVARO:NICARAGUA S/N:01000:Vitoria-Gasteiz:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:SOLO PRI:361:945249297:TIPO 2
01002958:Colegio de Educación Infantil y Primaria:LZ.DE GUERE¥U-JOSE MARDONES:ARANA 33:01000:Vitoria-Gasteiz:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:SOLO PRI:440:945268348:TIPO 2
01002971:Colegio de Educación Infantil y Primaria:ANGEL GANIVET-IZARRA-STA.LUCIA:JACINTO BENAVENTE 25:01000:Vitoria-Gasteiz:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:SOLO PRI:694:945272232:TIPO 2
01002995:Instituto de Educación Secundaria:IES LAUDIO BHI:ZUMALACARREGUI, 34:01400:Laudio/Llodio:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:incluye SEC:572:946720086:TIPO 2
01003008:Instituto de Educación Secundaria:SAMANIEGO-LAGUARDIA:SANCHO ABARKA 3:01300:Laguardia:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:incluye SEC:306:945600112:TIPO 2
01003045:Colegio de Educación Infantil y Primaria:GORBEIA:GORBEA ETORB 1:01138:Gopegi:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:SOLO PRI:128:945464257:TIPO 2
01006198:Colegio de Educación Infantil y Primaria:IBAIONDO:Z.LANDAVERDE C/V.GIRONA,TARRAGONA,BARNA.:01000:Vitoria-Gasteiz:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:SOLO PRI:696:945283767:TIPO 2
01006678:Colegio de Educación Infantil y Primaria:CEP ZABALGANA LHI:NO CONSTA:00:Vitoria-Gasteiz:Araba/Álava:COMUNIDAD AUTÓNOMA DEL PAíS VASCO:Centro público:SOLO PRI:408:945064862:TIPO 2
02000039:Colegio de Educación Infantil y Primaria:SAN ISIDRO LABRADOR:CL. ESCUELAS, 2:02049:Aguas Nuevas:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:241:967273575:TIPO 2
02000076:Colegio de Educación Infantil y Primaria:CRISTÓBAL VALERA:CL. ZAPATEROS, 26:02005:Albacete:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:637:967212162:TIPO 2
02000106:Colegio de Educación Infantil y Primaria:SEVERO OCHOA:CL. PEDRO COCA, 94:02003:Albacete:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:376:967229902:TIPO 2
02000121:Colegio de Educación Infantil y Primaria:MARíA DE LOS LLANOS MARTíNEZ:CL. BERNABE CANTOS, 15:02003:Albacete:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro público:SOLO PRI:403:967229827:TIPO 2
02000301:Centro Privado de Educación Infantil Primaria y Secundaria:DIOCESANO:CL. ALCALDE CONANGLA, 29:02002:Albacete:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro privado:incluye SEC:272:967243280:TIPO 2
02000386:Centro Privado de Educación Infantil y Primaria:ACADEMIA CEDES:CL. PEREZ GALDOS, 15:02003:Albacete:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro privado:SOLO PRI:424:967502547:TIPO 2
02000404:Centro Privado de Educación Infantil Primaria y Secundaria:EL AVE MARíA:PZ. DEL AVE MARIA, S/N:02006:Albacete:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro privado:incluye SEC:337:?:TIPO 2
02000431:Centro Privado de Educación Infantil Primaria y Secundaria:ESCUELAS PíAS:CL. SAN JOSE DE CALASANZ, 7:02002:Albacete:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro privado:incluye SEC:713:967666080:TIPO 2
02000441:Centro Privado de Educación Infantil y Primaria:JOS MARíA PEMÁN:CL. DOCTOR FERRAN, 80:02004:Albacete:Albacete:COMUNIDAD AUTÓNOMA DE CASTILLA-LA MANCHA:Centro privado:SOLO PRI:230:967234267:TIPO 2
